Order_ID,Order_Date,Customer_name,Region,Sales_person,Product_category,Product_Name,Quantity,Unit_price,Discount,Revenue,Payment_method,Delivery_status
1054,05-01-2024,Ravi Kumar,West,Neha,Home Decor,Table Lamp,4,5705,0.0,22820,Cash,Pending
1055,13-05-2024,John Smith,East,Neha,Electronics,Smart Watch,3,42091,0.0,126273,Upi,Delivered
1056,30-04-2024,Pooja Singh,South,Anita,Home Decor,Table Lamp,2,952,0.1,1904,Card,Pending
1057,03-08-2024,Ravi Kumar,East,Amit,Home Decor,Table Lamp,6,45047,0.1,270282,Cash,Delivered
1058,03-01-2024,Akash Verma,West,Amit,Furniture,Sofa Set,1,48500,0.1,48500,Net Banking,Pending
1059,30-04-2024,Sunil,South,Rahul,Electronics,Mouse,2,52813,0.0,105626,Cash,Delivered
1060,25-01-2024,Unknown,West,Neha,Electronics,Router,4,5961,0.0,23844,Cash,Pending
1061,24-03-2024,Akash Verma,West,Amit,Furniture,Sofa Set,4,32666,0.0,130664,Cash,Delivered
1062,15-01-2024,Pooja Singh,East,Anita,Furniture,Sofa Set,3,44543,0.1,133629,Net Banking,Pending
1063,26-05-2024,Meena Patel,South,Neha,Electronics,Router,4,48792,0.0,195168,Card,Pending
1064,22-02-2024,Ravi Kumar,North,Amit,Electronics,Mouse,4,54243,0.1,216972,Card,Pending
1065,03-03-2024,Unknown,East,Neha,Furniture,Office Chair,5,50629,0.1,253145,Upi,Pending
1066,19-06-2024,Akash Verma,East,Anita,Electronics,Power Bank,6,41447,0.0,248682,Card,Delivered
1067,21-05-2024,John Smith,West,Amit,Furniture,Office Chair,3,12092,0.1,36276,Upi,Delivered
1068,13-04-2024,Pooja Singh,West,Rahul,Appliances,Mixer Grinder,2,35326,0.0,70652,Net Banking,Delivered
1069,28-05-2024,Akash Verma,West,Suresh,Electronics,Laptop,2,335,0.1,670,Cash,Pending
1070,02-02-2024,Meena Patel,West,Anita,Electronics,Power Bank,3,7567,0.0,22701,Upi,Delivered
1071,03-06-2024,Ravi Kumar,East,Rahul,Furniture,Office Chair,4,7914,0.1,31656,Net Banking,Delivered
1072,14-01-2024,Unknown,East,Amit,Electronics,Mobile Phone,5,37525,0.1,187625,Card,Delivered
1073,23-04-2024,Ravi Kumar,north,Rahul,Electronics,Headphones,3,48822,0.1,146466,Cash,Delivered
1074,28-02-2024,Akash Verma,North,Anita,Electronics,Laptop,6,19011,0.0,114066,Upi,Pending
1075,05-09-2024,Akash Verma,South,Anita,Electronics,Smart Watch,5,52363,0.1,261815,Card,Delivered
1076,19-02-2024,Pooja Singh,South,Suresh,Electronics,Headphones,2,37562,0.0,75124,Net Banking,Delivered
1077,04-12-2024,John Smith,north,Neha,Electronics,Headphones,2,21690,0.1,43380,Upi,Delivered
1078,21-06-2024,John Smith,North,Rahul,Furniture,Sofa Set,1,415,0.0,415,Card,Pending
1079,05-07-2024,Unknown,North,Suresh,Furniture,Office Chair,6,6476,0.1,38856,Net Banking,Pending
1080,12-04-2024,Meena Patel,South,Anita,Electronics,Smart Watch,4,20363,0.1,81452,Net Banking,Delivered
1081,29-06-2024,Meena Patel,South,Suresh,Electronics,Mouse,1,9009,0.1,9009,Card,Pending
1082,24-05-2024,Ravi Kumar,South,Suresh,Electronics,Keyboard,5,53892,0.1,269460,Upi,Pending
1083,06-04-2024,Unknown,north,Rahul,Electronics,Keyboard,2,6102,0.0,12204,Upi,Pending
1084,26-05-2024,Akash Verma,South,Amit,Furniture,Office Chair,3,43377,0.1,130131,Net Banking,Delivered
1085,29-04-2024,John Smith,South,Neha,Electronics,Keyboard,1,37603,0.0,37603,Cash,Delivered
1086,03-02-2024,Ravi Kumar,East,Suresh,Furniture,Sofa Set,6,4571,0.0,27426,Upi,Delivered
1087,04-07-2024,Pooja Singh,North,Rahul,Electronics,Headphones,1,50899,0.1,50899,Cash,Pending
1088,04-03-2024,Ravi Kumar,East,Rahul,Appliances,Mixer Grinder,3,25899,0.1,77697,Cash,Pending
1089,03-09-2024,Pooja Singh,East,Amit,Appliances,Mixer Grinder,4,44629,0.1,178516,Upi,Pending
1090,15-03-2024,Sunil,East,Anita,Furniture,Office Chair,3,45323,0.1,135969,Card,Delivered
1091,28-01-2024,John Smith,West,Anita,Appliances,Mixer Grinder,1,34000,0.0,34000,Upi,Delivered
1092,09-03-2024,Ravi Kumar,West,Rahul,Appliances,Mixer Grinder,5,26790,0.0,133950,Upi,Pending
1093,21-05-2024,Akash Verma,north,Neha,Electronics,Laptop,2,42172,0.0,84344,Cash,Pending
1094,17-02-2024,Pooja Singh,north,Neha,Electronics,Smart Watch,3,9867,0.0,29601,Card,Delivered
1095,08-02-2024,Meena Patel,West,Suresh,Electronics,Laptop,3,19270,0.0,57810,Card,Pending
1096,24-05-2024,Meena Patel,North,Amit,Furniture,Office Chair,2,8411,0.0,16822,Net Banking,Pending
1097,09-05-2024,John Smith,South,Anita,Appliances,Mixer Grinder,3,21201,0.1,63603,Upi,Delivered
1098,30-04-2024,Meena Patel,East,Rahul,Electronics,Laptop,2,43042,0.1,86084,Net Banking,Delivered
1099,21-05-2024,Ravi Kumar,West,Rahul,Electronics,Power Bank,6,14609,0.1,87654,Card,Pending
1100,26-05-2024,Unknown,East,Anita,Furniture,Sofa Set,6,26101,0.0,156606,Upi,Pending
1101,16-05-2024,Sunil,East,Anita,Electronics,Router,2,5438,0.1,10876,Cash,Delivered
1102,20-02-2024,Meena Patel,East,Amit,Electronics,Mobile Phone,6,925,0.1,5550,Card,Pending
1103,26-02-2024,Meena Patel,South,Anita,Appliances,Mixer Grinder,4,37097,0.0,148388,Card,Delivered
1104,17-05-2024,Meena Patel,north,Anita,Electronics,Headphones,3,49435,0.1,148305,Cash,Delivered
1105,02-04-2024,Ravi Kumar,East,Rahul,Electronics,Router,4,42484,0.1,169936,Upi,Pending
1106,16-05-2024,Ravi Kumar,north,Rahul,Electronics,Power Bank,3,43963,0.0,131889,Upi,Delivered
1107,06-03-2024,Sunil,West,Rahul,Furniture,Sofa Set,5,33367,0.1,166835,Upi,Pending
1108,15-06-2024,Akash Verma,West,Anita,Electronics,Laptop,5,8872,0.1,44360,Upi,Pending
1109,23-02-2024,Akash Verma,East,Neha,Furniture,Office Chair,2,25088,0.1,50176,Cash,Pending
1110,04-10-2024,Ravi Kumar,East,Neha,Home Decor,Table Lamp,6,4436,0.0,26616,Cash,Pending
1111,04-06-2024,Sunil,West,Rahul,Electronics,Mobile Phone,5,17215,0.1,86075,Cash,Pending
1112,29-01-2024,John Smith,West,Rahul,Electronics,Keyboard,3,14804,0.0,44412,Upi,Pending
1113,15-02-2024,Ravi Kumar,East,Anita,Electronics,Router,2,26295,0.0,52590,Cash,Delivered
1114,03-02-2024,Pooja Singh,East,Suresh,Electronics,Smart Watch,4,32157,0.0,128628,Card,Pending
1115,13-05-2024,Sunil,East,Rahul,Furniture,Sofa Set,2,46825,0.0,93650,Net Banking,Delivered
1116,07-04-2024,Pooja Singh,South,Neha,Electronics,Smart Watch,1,39556,0.0,39556,Upi,Delivered
1117,14-01-2024,Meena Patel,South,Amit,Electronics,Keyboard,4,5071,0.0,20284,Upi,Delivered
1118,02-08-2024,Unknown,South,Anita,Electronics,Keyboard,4,5885,0.0,23540,Cash,Delivered
1119,05-01-2024,Meena Patel,north,Suresh,Electronics,Keyboard,3,36617,0.1,109851,Card,Pending
1120,18-03-2024,Akash Verma,East,Rahul,Electronics,Laptop,4,26404,0.1,105616,Upi,Pending
1121,04-10-2024,Sunil,West,Anita,Electronics,Mobile Phone,4,23131,0.1,92524,Net Banking,Pending
1122,15-01-2024,Ravi Kumar,South,Suresh,Electronics,Power Bank,5,52246,0.0,261230,Card,Delivered
1123,02-07-2024,John Smith,South,Anita,Electronics,Smart Watch,6,24939,0.1,149634,Upi,Delivered
1124,31-03-2024,Pooja Singh,South,Rahul,Electronics,Power Bank,2,35599,0.1,71198,Cash,Delivered
1125,06-01-2024,Sunil,South,Rahul,Furniture,Office Chair,1,5487,0.1,5487,Net Banking,Pending
1126,02-03-2024,Pooja Singh,South,Neha,Electronics,Mobile Phone,2,8611,0.1,17222,Card,Pending
1127,17-04-2024,Ravi Kumar,north,Neha,Electronics,Smart Watch,5,3578,0.0,17890,Card,Delivered
1128,14-04-2024,Ravi Kumar,South,Suresh,Electronics,Keyboard,5,28169,0.1,140845,Card,Delivered
1129,14-01-2024,Meena Patel,East,Anita,Appliances,Mixer Grinder,2,10841,0.1,21682,Upi,Delivered
1130,16-01-2024,Unknown,North,Anita,Appliances,Mixer Grinder,3,35599,0.0,106797,Card,Delivered
1131,03-03-2024,Ravi Kumar,North,Suresh,Electronics,Smart Watch,3,44274,0.0,132822,Net Banking,Delivered
1132,22-01-2024,Unknown,north,Anita,Electronics,Keyboard,1,7308,0.1,7308,Net Banking,Delivered
1133,02-07-2024,Unknown,north,Neha,Electronics,Mobile Phone,5,40955,0.0,204775,Upi,Delivered
1134,03-03-2024,John Smith,West,Rahul,Furniture,Office Chair,6,11623,0.0,69738,Upi,Pending
1135,03-01-2024,Unknown,South,Anita,Electronics,Mobile Phone,6,18622,0.0,111732,Net Banking,Delivered
1136,03-09-2024,Sunil,South,Amit,Electronics,Power Bank,4,53748,0.1,214992,Upi,Pending
1137,27-03-2024,Pooja Singh,East,Anita,Electronics,Power Bank,6,54839,0.0,329034,Cash,Delivered
1138,06-06-2024,John Smith,South,Amit,Electronics,Mobile Phone,4,15859,0.1,63436,Cash,Delivered
1139,27-05-2024,Pooja Singh,West,Rahul,Electronics,Mouse,4,25296,0.1,101184,Upi,Pending
1140,13-04-2024,Meena Patel,West,Rahul,Home Decor,Table Lamp,3,20540,0.1,61620,Cash,Pending
1141,23-04-2024,Sunil,South,Rahul,Electronics,Smart Watch,1,5431,0.1,5431,Card,Delivered
1142,04-02-2024,Pooja Singh,East,Neha,Home Decor,Table Lamp,4,20678,0.0,82712,Cash,Delivered
1143,25-06-2024,Meena Patel,north,Rahul,Electronics,Smart Watch,4,29878,0.1,119512,Cash,Pending
1144,21-03-2024,Sunil,South,Rahul,Electronics,Mobile Phone,5,5029,0.0,25145,Card,Pending
1145,13-04-2024,Ravi Kumar,West,Rahul,Electronics,Mobile Phone,2,36441,0.0,72882,Card,Pending
1146,20-04-2024,Sunil,West,Rahul,Electronics,Mouse,1,29100,0.1,29100,Net Banking,Delivered
1147,23-01-2024,Pooja Singh,West,Rahul,Home Decor,Table Lamp,3,4301,0.1,12903,Upi,Delivered
1148,22-03-2024,Pooja Singh,South,Anita,Electronics,Router,2,22175,0.1,44350,Upi,Delivered
1149,22-04-2024,Unknown,East,Anita,Home Decor,Table Lamp,2,31338,0.0,62676,Upi,Pending
1150,06-12-2024,John Smith,north,Rahul,Furniture,Sofa Set,6,41013,0.1,246078,Upi,Delivered
1151,02-06-2024,Unknown,East,Rahul,Electronics,Keyboard,4,38831,0.0,155324,Upi,Pending
1152,11-05-2024,John Smith,East,Anita,Electronics,Laptop,6,31113,0.1,186678,Cash,Delivered
1153,01-02-2024,Pooja Singh,West,Rahul,Electronics,Smart Watch,3,24679,0.1,74037,Cash,Delivered
1154,04-02-2024,Pooja Singh,South,Suresh,Electronics,Router,1,33596,0.1,33596,Card,Delivered
1155,03-06-2024,Akash Verma,East,Rahul,Electronics,Headphones,4,51810,0.1,207240,Card,Delivered
1156,01-06-2024,Ravi Kumar,West,Anita,Electronics,Router,5,35654,0.0,178270,Card,Delivered
1157,28-03-2024,Unknown,East,Anita,Electronics,Headphones,2,23527,0.0,47054,Card,Pending
1158,19-02-2024,Akash Verma,East,Anita,Furniture,Sofa Set,1,20253,0.1,20253,Card,Delivered
1159,20-05-2024,Meena Patel,South,Rahul,Electronics,Laptop,1,26644,0.1,26644,Net Banking,Pending
1160,04-07-2024,Akash Verma,East,Anita,Furniture,Office Chair,6,20157,0.1,120942,Card,Delivered
1161,05-07-2024,Pooja Singh,East,Anita,Electronics,Headphones,4,45711,0.1,182844,Cash,Delivered
1162,31-05-2024,Ravi Kumar,West,Neha,Electronics,Keyboard,1,34329,0.1,34329,Net Banking,Delivered
1163,28-03-2024,Pooja Singh,West,Rahul,Electronics,Mouse,3,47539,0.1,142617,Net Banking,Pending
1164,03-10-2024,John Smith,South,Anita,Electronics,Router,1,24558,0.1,24558,Cash,Pending
1165,04-09-2024,Unknown,West,Anita,Electronics,Headphones,2,46721,0.0,93442,Card,Pending
1166,13-06-2024,Akash Verma,South,Suresh,Furniture,Office Chair,2,15137,0.1,30274,Card,Delivered
1167,06-04-2024,Ravi Kumar,north,Rahul,Electronics,Mobile Phone,1,27427,0.1,27427,Card,Delivered
1168,01-05-2024,John Smith,north,Rahul,Electronics,Mouse,1,32987,0.0,32987,Card,Pending
1169,14-04-2024,Ravi Kumar,North,Rahul,Furniture,Sofa Set,5,14747,0.1,73735,Card,Delivered
1170,27-03-2024,Pooja Singh,north,Amit,Electronics,Router,4,12359,0.1,49436,Cash,Delivered
1171,03-08-2024,Meena Patel,north,Rahul,Furniture,Sofa Set,3,37773,0.0,113319,Cash,Delivered
1172,21-01-2024,John Smith,East,Anita,Furniture,Sofa Set,1,3268,0.1,3268,Net Banking,Delivered
1173,20-01-2024,Meena Patel,north,Rahul,Furniture,Office Chair,6,10972,0.1,65832,Card,Delivered
1174,06-03-2024,Unknown,West,Rahul,Electronics,Keyboard,3,44327,0.1,132981,Upi,Delivered
1175,18-05-2024,Pooja Singh,South,Suresh,Electronics,Laptop,2,6078,0.0,12156,Upi,Delivered
1176,05-04-2024,Meena Patel,north,Neha,Electronics,Mouse,6,42528,0.0,255168,Upi,Delivered
1177,20-05-2024,John Smith,South,Neha,Electronics,Mobile Phone,3,14051,0.1,42153,Net Banking,Delivered
1178,01-10-2024,Akash Verma,South,Anita,Electronics,Smart Watch,6,35498,0.0,212988,Card,Delivered
1179,19-06-2024,John Smith,north,Rahul,Electronics,Power Bank,6,9894,0.1,59364,Net Banking,Pending
1180,06-07-2024,Unknown,South,Neha,Electronics,Smart Watch,6,13832,0.1,82992,Cash,Pending
1181,31-01-2024,Akash Verma,North,Suresh,Electronics,Headphones,1,36843,0.0,36843,Card,Pending
1182,03-10-2024,Sunil,South,Anita,Electronics,Power Bank,5,31568,0.1,157840,Cash,Pending
1183,19-05-2024,Meena Patel,north,Anita,Electronics,Mouse,6,4601,0.0,27606,Card,Pending
1184,29-01-2024,Unknown,North,Neha,Home Decor,Table Lamp,3,38689,0.0,116067,Cash,Delivered
1185,20-04-2024,Pooja Singh,East,Rahul,Electronics,Router,3,54101,0.1,162303,Cash,Delivered
1186,05-08-2024,John Smith,East,Anita,Electronics,Power Bank,4,2364,0.1,9456,Cash,Delivered
1187,13-02-2024,Ravi Kumar,north,Suresh,Electronics,Router,5,28893,0.1,144465,Upi,Pending
1188,26-03-2024,Pooja Singh,South,Rahul,Electronics,Power Bank,3,30980,0.0,92940,Cash,Pending
1189,02-12-2024,Akash Verma,South,Neha,Appliances,Mixer Grinder,5,24735,0.1,123675,Cash,Delivered
1190,16-01-2024,Meena Patel,West,Anita,Electronics,Laptop,4,42694,0.0,170776,Net Banking,Pending
1191,05-01-2024,John Smith,North,Suresh,Home Decor,Table Lamp,3,23556,0.0,70668,Upi,Pending
1192,21-01-2024,Pooja Singh,north,Neha,Furniture,Office Chair,3,41810,0.0,125430,Upi,Pending
1193,28-01-2024,Meena Patel,East,Amit,Electronics,Keyboard,5,29711,0.0,148555,Net Banking,Delivered
1194,23-06-2024,Sunil,north,Neha,Electronics,Laptop,4,4809,0.0,19236,Card,Pending
1195,23-06-2024,Unknown,South,Amit,Electronics,Laptop,1,9503,0.1,9503,Card,Pending
1196,01-09-2024,Ravi Kumar,north,Amit,Electronics,Router,3,6118,0.1,18354,Card,Pending
1197,18-03-2024,Meena Patel,north,Amit,Electronics,Headphones,1,6336,0.0,6336,Cash,Pending
1198,29-02-2024,Ravi Kumar,East,Anita,Home Decor,Table Lamp,2,44438,0.1,88876,Net Banking,Pending
1199,02-01-2024,Unknown,South,Rahul,Electronics,Headphones,5,17668,0.1,88340,Upi,Pending
1200,02-05-2024,Ravi Kumar,South,Rahul,Home Decor,Table Lamp,3,21889,0.0,65667,Upi,Pending
1201,01-11-2024,Meena Patel,North,Neha,Furniture,Office Chair,6,19815,0.1,118890,Card,Delivered
1202,20-01-2024,Pooja Singh,South,Suresh,Furniture,Office Chair,4,25141,0.1,100564,Cash,Pending
1203,01-03-2024,John Smith,North,Neha,Electronics,Mouse,2,23180,0.0,46360,Net Banking,Pending
1204,15-05-2024,Ravi Kumar,West,Suresh,Electronics,Headphones,3,17959,0.1,53877,Upi,Pending
1205,16-02-2024,Unknown,South,Suresh,Electronics,Headphones,3,33272,0.0,99816,Net Banking,Delivered
1206,28-03-2024,Ravi Kumar,West,Amit,Electronics,Keyboard,4,44130,0.1,176520,Card,Delivered
1207,16-02-2024,Ravi Kumar,north,Rahul,Electronics,Power Bank,5,29741,0.0,148705,Card,Delivered
1208,23-04-2024,John Smith,north,Rahul,Electronics,Keyboard,4,32418,0.0,129672,Cash,Delivered
1209,22-05-2024,Meena Patel,north,Neha,Electronics,Router,4,16003,0.1,64012,Card,Delivered
1210,02-05-2024,Meena Patel,West,Rahul,Electronics,Router,5,45678,0.0,228390,Card,Delivered
1211,28-04-2024,Unknown,South,Neha,Electronics,Keyboard,1,6397,0.0,6397,Card,Pending
1212,21-03-2024,Pooja Singh,East,Suresh,Home Decor,Table Lamp,6,13282,0.1,79692,Upi,Pending
1213,04-10-2024,Akash Verma,East,Anita,Electronics,Keyboard,1,23425,0.1,23425,Upi,Pending
1214,09-04-2024,John Smith,West,Anita,Home Decor,Table Lamp,1,31002,0.0,31002,Cash,Pending
1215,16-03-2024,Sunil,East,Amit,Electronics,Mouse,3,31217,0.1,93651,Upi,Delivered
1216,20-06-2024,Unknown,West,Neha,Electronics,Laptop,3,1393,0.1,4179,Card,Pending
1217,02-02-2024,Ravi Kumar,South,Suresh,Electronics,Laptop,5,42849,0.0,214245,Upi,Delivered
1218,01-06-2024,Unknown,north,Anita,Furniture,Office Chair,6,17917,0.1,107502,Card,Pending
1219,06-07-2024,Unknown,South,Anita,Appliances,Mixer Grinder,1,33882,0.0,33882,Card,Pending
1220,04-11-2024,Ravi Kumar,East,Anita,Furniture,Office Chair,5,16989,0.0,84945,Cash,Pending
1221,04-04-2024,John Smith,north,Amit,Electronics,Keyboard,2,18634,0.1,37268,Cash,Pending
1222,04-07-2024,Ravi Kumar,West,Amit,Electronics,Power Bank,4,6296,0.1,25184,Card,Delivered
1223,18-02-2024,Akash Verma,North,Suresh,Electronics,Mobile Phone,1,17723,0.1,17723,Cash,Pending
1224,14-01-2024,Meena Patel,East,Rahul,Appliances,Mixer Grinder,3,15716,0.1,47148,Card,Delivered
1225,17-04-2024,Pooja Singh,South,Rahul,Electronics,Keyboard,2,41654,0.1,83308,Card,Delivered
1226,20-01-2024,Ravi Kumar,East,Suresh,Electronics,Mobile Phone,6,53935,0.0,323610,Upi,Pending
1227,13-03-2024,John Smith,South,Anita,Furniture,Sofa Set,2,46414,0.0,92828,Card,Pending
1228,13-04-2024,Unknown,East,Rahul,Home Decor,Table Lamp,4,33434,0.1,133736,Card,Pending
1229,18-06-2024,Unknown,South,Neha,Electronics,Headphones,1,31809,0.1,31809,Card,Pending
1230,13-03-2024,Ravi Kumar,West,Rahul,Furniture,Office Chair,6,37255,0.1,223530,Card,Pending
1231,30-04-2024,Ravi Kumar,South,Neha,Electronics,Keyboard,5,27672,0.0,138360,Upi,Pending
1232,28-04-2024,Sunil,West,Neha,Electronics,Power Bank,1,9137,0.1,9137,Net Banking,Delivered
1233,29-06-2024,Akash Verma,East,Neha,Electronics,Power Bank,3,39200,0.1,117600,Upi,Pending
1234,19-05-2024,Unknown,north,Amit,Electronics,Mouse,6,16275,0.0,97650,Net Banking,Delivered
1235,04-03-2024,Akash Verma,West,Rahul,Electronics,Power Bank,5,23554,0.1,117770,Upi,Delivered
1236,01-06-2024,Unknown,North,Amit,Electronics,Laptop,6,40038,0.0,240228,Cash,Delivered
1237,05-09-2024,John Smith,South,Anita,Electronics,Keyboard,1,34174,0.1,34174,Upi,Pending
1238,02-08-2024,Ravi Kumar,north,Anita,Furniture,Sofa Set,4,6986,0.1,27944,Cash,Pending
1239,04-04-2024,Ravi Kumar,South,Anita,Furniture,Office Chair,6,34793,0.0,208758,Net Banking,Delivered
1240,29-01-2024,Meena Patel,South,Suresh,Electronics,Router,1,40460,0.1,40460,Upi,Pending
1241,02-06-2024,Meena Patel,north,Neha,Furniture,Office Chair,5,46921,0.1,234605,Upi,Delivered
1242,03-11-2024,John Smith,South,Amit,Electronics,Mouse,6,28710,0.1,172260,Card,Pending
1243,03-02-2024,Pooja Singh,South,Rahul,Furniture,Sofa Set,1,48477,0.1,48477,Upi,Pending
1244,04-07-2024,Ravi Kumar,East,Neha,Home Decor,Table Lamp,5,11116,0.1,55580,Upi,Delivered
1245,27-06-2024,Sunil,South,Amit,Home Decor,Table Lamp,6,42174,0.1,253044,Upi,Pending
1246,27-03-2024,Ravi Kumar,West,Anita,Electronics,Power Bank,1,39286,0.1,39286,Upi,Pending
1247,06-08-2024,Unknown,North,Rahul,Electronics,Mobile Phone,1,49450,0.0,49450,Card,Delivered
1248,24-04-2024,Meena Patel,East,Anita,Electronics,Headphones,3,15245,0.1,45735,Upi,Delivered
1249,20-04-2024,Ravi Kumar,North,Rahul,Electronics,Mouse,1,46034,0.0,46034,Upi,Pending
1250,25-04-2024,Meena Patel,North,Rahul,Electronics,Router,6,25030,0.1,150180,Card,Pending
1251,04-08-2024,Unknown,East,Rahul,Electronics,Keyboard,5,51613,0.1,258065,Cash,Delivered
1252,26-03-2024,Akash Verma,North,Anita,Electronics,Router,1,7091,0.1,7091,Card,Delivered
